complication_id,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
1010054,10,1005,1,中度神经束结晶沉积,0.6,0.65,前臂或小腿持续摩挲，握力明显下降,近来前臂或小腿沿着一条走向一直酸胀麻木，握拳或抬脚时明显无力，麻感常常从掌心或脚背往近端延伸，持续时间较长，不休息难以缓解,总说整条胳膊或小腿像被人拧着，怎么用力都使不上劲，形容成“像戴着沉重的护具”，既说是酸又说是麻，把局灶症状扩大成整条肢体的问题,高分辨超声,晶点附着神经束鞘，显示周围神经机能已明显紊乱,未见晶点，暂未见周围神经量化异常但症状持续,本次高分辨超声未能直接发现典型结晶沉积，但仍提示神经鞘局部轻度增厚或回声异常，说明同部位存在其他轻症级别的结构改变,本次高分辨超声未能直接发现典型结晶沉积，却显示神经鞘中度增厚或回声紊乱，提示该部位合并中症级别的其他脱髓鞘或纤维化病变,本次高分辨超声未能直接发现典型结晶沉积，却显示神经束严重变形或受压，提示同部位已合并重症级别周围神经结构破坏,住院消炎 + 感染抑制剂 22 号,0
1010055,10,1005,1,中度神经束脱髓鞘,0.4,0.75,前臂或小腿持续摩挲，握力明显下降,最近一侧上肢或下肢沿着神经走向持续麻木伴刺痛，从远端逐渐向近端延伸，抬举或长时间站立时症状尤其明显，握力和脚背背伸力量都下降,总说整条手臂或腿都酸得不像自己的了，一会儿说像电线破皮漏电，一会儿又说像被蚊子咬满了，分不清是麻、酸还是痛，只笼统说“整条都坏了”,神经传导 + 肌电,传导速度下降20%，显示周围神经机能已明显紊乱,波形正常，暂未见周围神经量化异常但症状持续,本次神经传导与肌电未能直接证实目标脱髓鞘程度，但仍显示局部轻度传导波形改变，提示同部位存在其他轻症级别髓鞘受损,本次神经传导与肌电未能直接证实目标脱髓鞘程度，却提示沿同一神经走向有中度传导缓慢和波形异常，说明该部位合并中症级别的其他脱髓鞘病灶,本次神经传导与肌电未能直接证实目标脱髓鞘程度，却显示多处重度传导阻滞或消失，提示同部位已合并重症级别的广泛髓鞘破坏,免疫抑制剂 + 静养,0
1010059,10,1005,2,周围神经束广泛断裂结晶,1.0,1.1,手足乏力呈垂搭姿势，需他人辅助握物,目前双手和双脚几乎完全无力，抓握物品时东西会直接从指间滑落，脚踝抬不起来，走路需要扶人或辅助工具，局部针刺和触觉反应减弱明显,只是一遍遍地说手脚像戴了几斤重的铅套，怎么用力都抬不起来，形容成“整个人从四肢开始烂掉”，把具体的肌力和感觉问题泛化成完全失控的恐惧,手术探查 + 显微缝合,晶体嵌入神经并中断传导，证实周围神经急性受损需高度警惕,神经连续，结果阴性却与周围神经危象临床不符,本次显微探查未能直接发现广泛断裂晶体，但仍提示部分神经束存在轻度结构异常，说明同部位还有其他轻症级别创伤或压迫性改变,本次显微探查未能直接发现广泛断裂晶体，却提示多处神经束中度变形或瘢痕，说明该部位合并中症级别的其他结构性破坏,本次显微探查未能直接发现广泛断裂晶体，却显示关键神经干重度变性或连续性受威胁，提示同部位已合并重症级别周围神经毁损风险,显微清创 + 神经移植 + 感染抑制剂 23 号,1
1010061,10,1006,0,轻度视交叉炎,0.35,0.3,注视灯光时轻微眯眼，眼睑略显浮胀,最近看灯光或亮屏幕时，会觉得周围有一圈淡淡的光环，偶尔看远处东西有点糊，但闭眼休息一会儿能缓解，主要集中在双眼视物略模糊,有时说看东西像蒙了一层雾气，又说灯周围像戴了“光圈”，具体是近处还是远处更模糊总是说得不太清楚,视野 + OCT,鼻侧视野轻缺损，OCT厚度↑，提示视交叉功能轻度偏离,视野完整，厚度正常，与视交叉常规范围一致,本次视野与 OCT 检查未能直接证实目标炎症，但仍提示视乳头或视交叉区有轻度结构异常，说明同部位存在其他轻症级别炎性改变,本次视野与 OCT 检查未能直接证实目标炎症，却显示纤维层厚度中度异常或视野中度缺损，说明该部位合并中症级别的其他视神经病变,本次视野与 OCT 检查未能直接证实目标炎症，却提示视神经纤维层重度萎缩或广泛视野缺损，说明同部位已合并重症级别的视交叉病变,局部糖皮质激素冲击 + 休息,0
1010062,10,1006,0,轻度视交叉供血不足,0.33,0.35,双眼轻红偶眯眼,这段时间从低头或蹲位突然站起来时，会短暂出现眼前发黑或金星乱飞，大约一两秒就恢复，平时视物基本清楚，没有持续视力下降,偶尔会说起身就像“突然关灯又突然开灯”，眼前一阵金光乱闪，有时又形容成头脑发空、天花板在晃，把短暂视黑夸张成整个人要晕倒,眼动脉多普勒,血流速下降15%，提示视交叉功能轻度偏离,血流正常，与视交叉常规范围一致，需结合动态观察,本次眼动脉多普勒未能直接证明目标视交叉供血不足，但仍提示鞍区供血轻度异常，说明同部位存在其他轻症级别血流动力学改变,本次眼动脉多普勒未能直接证明目标视交叉供血不足，却显示相关动脉中度狭窄或灌注下降，说明该部位合并中症级别的其他缺血性病变,本次眼动脉多普勒未能直接证明目标视交叉供血不足，却提示鞍上动脉重度流量受限，说明同部位已合并重症级别的视交叉缺血风险,改善循环药 + 颈动脉松解操,0
1010063,10,1006,0,轻度视交叉神经鞘水肿,0.32,0.4,注视灯光时轻微眯眼，眼睑略显浮胀,最近看书或看屏幕一段时间后，会觉得字行之间距离变窄、行列容易看串，偶尔需要停下来揉眼睛，远处东西大多还能看清,老说字在纸上“跳来跳去”，一会儿觉得是眼睛花了，一会儿又说是脑子跟不上，看不清是字体问题还是眼睛的问题,眼底照相 + 视诱发电位,VEP潮峰延迟，提示视交叉功能轻度偏离，需结合体征判断,波形正常，与视交叉常规范围一致，需结合动态观察,本次眼底与视诱发电位未能直接证明目标神经鞘水肿，但仍发现视盘水肿或 VEP 轻度异常，说明同部位存在其他轻症级别视神经受压,本次眼底与视诱发电位未能直接证明目标神经鞘水肿，却提示视盘边界中度模糊或 VEP 中度延迟，说明该部位合并中症级别的其他视神经病变,本次眼底与视诱发电位未能直接证明目标神经鞘水肿，却显示视神经严重水肿或传导重度延迟，说明同部位已合并重症级别的视交叉功能衰竭,脱水药 + 眼压管理,0
1010064,10,1006,1,中度视交叉结晶压迫,0.6,0.65,双眼反复揉按并诉视野缺口，眉间紧锁,最近发现两侧视野外侧总是缺一块，走路时容易撞到旁边的人或桌角，看电视时左右两边的画面经常看不全，中央视力暂时还可以,总说“两边世界都不见了”，一会儿说是眼睛瞎了一半，一会儿又说像戴了马眼罩，只能看到中间一条路，把双颞侧缺损形容成整个视野被狠狠挤压,视野 + 造影 MRI,颞侧视野缺损30%，显示视交叉机能已明显紊乱,视野完整，暂未见视交叉量化异常但症状持续,本次视野与造影 MRI 未能直接发现典型结晶压迫，但仍可见轻度视野不均或交叉区微小信号改变，说明同部位存在其他轻症级别结构异常,本次视野与造影 MRI 未能直接发现典型结晶压迫，却提示视交叉区域有中度占位或纤维化影像，说明该部位合并中症级别的其他压迫性病变,本次视野与造影 MRI 未能直接发现典型结晶压迫，却显示视交叉受到重度挤压或变形，提示同部位已合并重症级别导致大片视野缺损的病灶,住院 + 感染抑制剂 22 号 + 放射消融,0
1010065,10,1006,1,中度视交叉炎性粘连,0.4,0.75,双眼反复揉按并诉视野缺口，眉间紧锁,最近看彩色画面时，总觉得颜色对不上，红绿分辨特别费劲，视物时间长了会出现边缘模糊、颜色发灰，眼睛酸胀明显,总说世界的颜色“褪了半截”，一会儿觉得像电视坏了显色不对，一会儿又说好像戴了染色眼镜，把色觉异常和视野问题混在一起夸大成“看什么都不对劲”,眼动追踪 + OCTA,血流密度下降，显示视交叉机能已明显紊乱，需结合体征判断,血流均衡，暂未见视交叉量化异常但症状持续,本次眼动追踪与 OCTA 未能直接证实目标炎性粘连，但仍提示视交叉区血流轻度异常，说明同部位存在其他轻症级别的微循环受损,本次眼动追踪与 OCTA 未能直接证实目标炎性粘连，却显示局部血流密度中度下降，说明该部位合并中症级别的其他炎性或缺血性病变,本次眼动追踪与 OCTA 未能直接证实目标炎性粘连，却提示视交叉微血管重度闭塞或重构，说明同部位已合并重症级别的视神经灌注危象,免疫抑制剂 + 低温理疗,0
1010069,10,1006,2,视交叉广泛源石板块,1.0,1.1,注视困难伴持续眩晕，需遮光才可睁眼,目前中央视野持续灰暗模糊，连近距离的脸部轮廓都难以分辨，只能依稀看到光影变化，强光会明显加重头晕和眼部胀痛,反复说“眼前就是一团灰”“人脸都变成影子”，不管远近都只用“全都糊掉了”来形容，只能通过皱眉、偏头和遮光来表达痛苦程度,术前 3D 显微导航,晶体包裹视神经，证实视交叉急性受损需高度警惕,结构正常，结果阴性却与视交叉危象临床不符,本次 3D 显微导航未能直接证实广泛源石板块，但仍提示视神经鞘或交叉区有轻度形态异常，说明同部位存在其他轻症级别结构病变,本次 3D 显微导航未能直接证实广泛源石板块，却显示视交叉周围存在中度占位或粘连表现，说明该部位合并中症级别的其他压迫性病灶,本次 3D 显微导航未能直接证实广泛源石板块，却提示视交叉及视神经段重度变形或受压，说明同部位已合并重症级别导致进行性失明的病变,经蝶内镜切除晶块 + 特效药 24 号冲洗,1
2020011,20,2001,0,轻度鼻腔黏膜干燥,0.35,0.3,鼻前庭轻度干裂伴微痂，轻按即觉刺痒,这两天鼻孔里面发干、发痒，擤鼻涕时会有一点点裂开的疼，主要是在前面的那一块,就觉得鼻子里面干干的怪怪的，好像有点裂又说不清是哪里不舒服,鼻镜检视,黏膜水分下降，提示鼻腔黏膜功能轻度偏离，需结合体征判断,黏膜湿润，与鼻腔黏膜常规范围一致，需结合动态观察,本次鼻镜未见干燥结痂，但同侧下鼻甲有轻度充血水肿，提示仍存在轻度局部黏膜炎症,本次鼻镜未见干燥结痂，但同侧中鼻甲与筛窦开口呈中度充血水肿，提示存在中度上气道炎症改变,本次鼻镜未见干燥结痂，但同侧鼻腔后段及咽后壁黏膜呈弥漫性暗红渗出，提示重度上气道炎症并存,生理海盐冲洗 + 润泽凝胶,0
2020012,20,2001,0,轻度鼻甲充血,0.33,0.35,鼻前庭轻度干裂伴微痂，轻按即觉刺痒,最近一侧鼻子总是塞住，换边侧卧会稍微通一点，主要是靠里的那块鼻肉涨涨的,就是觉得一会儿这边不通气一会儿那边不通气，好像整条鼻道都堵住了,鼻内镜,鼻甲肥厚遮挡20%，提示鼻腔黏膜功能轻度偏离,鼻甲大小正常，与鼻腔黏膜常规范围一致，需结合动态观察,本次鼻内镜未见明显鼻甲肥厚，但同侧鼻腔后段可见少量黏稠分泌物，提示局灶轻度渗出性病变,本次鼻内镜未见明显鼻甲肥厚，但可见中鼻道及筛窦开口区黏膜中度充血，提示中度鼻窦炎性改变,本次鼻内镜未见明显鼻甲肥厚，但中后段黏膜弥漫水肿伴渗血点，提示重度弥漫性鼻腔炎症改变,抗炎喷雾 + 蒸汽熏洗,0
2020013,20,2001,0,轻度嗅觉神经刺激,0.32,0.4,鼻腔干涩但通气,偶尔会闻到一点金属味或者怪味，尤其在闭眼深呼吸时，头前额会有轻微发胀感,就是觉得最近味道都怪怪的，有时候啥味道都往苦金属那边联想,嗅觉功能测试,气味阈值升高，提示鼻腔黏膜功能轻度偏离，需结合体征判断,阈值正常，与鼻腔黏膜常规范围一致，需结合动态观察,本次嗅觉测试未诱发典型刺激模式，但同侧鼻腔前段黏膜略充血，提示轻度局部炎性改变,本次嗅觉测试未见阈值异常，但影像提示筛窦与上颌窦黏膜中度增厚，提示中度副鼻窦病变,本次嗅觉测试未见阈值异常，但同侧嗅裂区黏膜明显肿胀伴分泌物潴留，提示重度嗅上皮区域炎性改变,嗅觉训练 + 神经营养液,0
